#OTUID,taxonomy,confidence
8125b5ace141d3b9e9f432296983d03f,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus,0.8
107db273a5722406fbd2219f7ecde263,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_tropicalis,0.777777778
3f8d06009568bfb3443e17e970c13495,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales,1
92db93da92bc7f2c34542c67e1e51342,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricomycetes_ord_Incertae_sedis;f__Agaricomycetes_fam_Incertae_sedis;g__Xenasmatella,0.888888889
bf55246966d5aa8ded1d4f3df74a2632,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria,1
ef57d8e9152e982c259be1f4340f0cde,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
223e109ec9b697b683f66cad47b41606,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium,1
d5718e9210027f724f10d5f67b67258a,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora,0.7
59e66fc4cd69c14f933e83e2a6aa7ab8,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporidiobolus,0.6
93e4a392585a3c9d284c2a36ec8e03b8,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae,0.9
f1f3256cb8200045ab9059f69497f242,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiaceae;g__Erythrobasidium;s__unidentified,0.666666667
305a46a951b483c0e5c42c634f4c8eca,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus,0.75
558107de9cb348e8dc4dd8d060115c76,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.8
8bfde6e0e32c46b93beb3ec5ffc50f0d,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum,1
497b51db4f01b369eea5a998f6e95c6c,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Alutaceodontia;s__Alutaceodontia_alutacea,1
ff2760eb571c7d063fd1480f8ecfa10e,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium,0.636363636
319fd37bfe254e7b388dbd2e39c64ccd,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
823be84a1188986f797f13fdb7978467,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_penicillioides,0.7
52b9cb82460b0893fa4aabf02b984492,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
1590d5badcc1eb08bafd1bc145ecce3d,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales,0.833333333
b79895c52c0bcfb51a3616254add41ca,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia,1
d09a5fc59ab99f773db4cb74bcddc386,k__Fungi;p__Ascomycota,0.7
1130ab6f8cea4bd28319e14adbd40602,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales,1
612de7c050cf643578c42f7565828319,k__Fungi;p__Ascomycota,0.7
ca1b9e4e97091127e589e8ecb4c5a4d9,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales,0.7
0b23721abc56d00a87297afc74ebcfdd,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Fuscoporia,0.6
a24a4c87a62a08cc7830007ea5317ea0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Phlebiopsis,0.9
92bda12d496ebbdb4246b8d7589d9f1c,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae,0.9
87070c363fc821ad29433fb27cd4622b,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum,1
59ff0cd4f787be776228ec3d8cd00f8c,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma,0.8
21f88ca035910b15555a764ddbb99c30,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae,0.833333333
4b875c240f77efc139596f44966d458e,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,0.6
b516309fd2ad47ce250640295d8a4541,Unassigned,1
f295254fd770375a2e851cf1c40c2f62,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
14d503b30f37308816dbd911a4bfd3b2,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium,1
f66f24ff6f05f1c46b99041be4aaf10f,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus,0.8
0e280d0a00fb11c7f41b0d4b0c0af0ce,k__Fungi;p__Ascomycota;c__Sordariomycetes,0.9
ad53927145bf6ffb229c96fd035d82e9,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Strobilurus,0.7
6b506d56f910969d1de41b0cdcf4ec84,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae,1
4754cc735960fa9ebb984ae98940b66b,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,0.7
ccaa3db73292c1ce27815cc3ca859bce,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Daldinia,0.8
195e0b152b2b09668237afa69c4de9c0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__unidentified,1
a19cfcb51ec4e205d517624f2ff84274,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
cfd9be67d66d88fa3d6da1e3bb7d08be,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,1
637494c6f2c3d29fbb381b845ca92e99,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__unidentified,1
f6003c8a105a4512bd7592d1c25693ce,k__Fungi;p__Ascomycota,0.7
445d92eec0232bfd4d0aa9f14404205c,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium,1
d8b88ba4f9867e5d3af33d28604a52e1,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
2f6fac5a5e91f4de3e4f26346fe71906,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__unidentified,1
3274a2729c5f96673610e9a1ae145988,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales,1
560e8cd7718e0532a667a89cc8597a57,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,0.7
a74941dbd6c20613fc0dd176fc3955f4,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Vuilleminiaceae;g__Vuilleminia,1
956fafc8303342a27bf6bef190413b3b,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta,0.8
c0a269249cda679f444d53c8039e43b8,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
a96f7afab634f5df963e93026a2bf790,Unassigned,1
571dad68a84c878cc536af9b46b339db,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae,0.9
09c3a237112a6675e4c37e9048df43bd,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae,0.9
72e051e3fc6882234bd646d9519fb8ec,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.8
d192c919e9030e26bf849139c60c395a,k__Fungi;p__Ascomycota,1
91940e66f0b1ca016f58e68cb33281c7,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__unidentified,0.6
c5fbad6f4c9680a958e1e5a556b825d1,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,0.6
b0266dac773456457e48fac80ea07265,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereum,1
3e94953358b96a8b60b9313e0b3f9fcc,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae,0.8
b924bed2da31357d3f3dfed1e3a51056,Unassigned,1
98a705da1acffd3227ae070c1caf3859,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__Fomitopsis,0.75
3d646b351f0490706f6481047b0d42fc,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Fuscoporia,0.6
20e46b801dfccbe7b296249f7f5f277b,k__Fungi;p__Ascomycota;c__Sordariomycetes,0.9
3595b2340d8b0eb5b7fa5d7ab5abb5ca,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia,0.9
ce06dc6ebaecf44e00b524d32238f724,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,0.9
a4de146c89e8eda1af7ff6f5b8a499fd,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum,1
fcefa10fdac8e83ed93cd4d0690be2f6,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Alutaceodontia;s__Alutaceodontia_alutacea,1
6effc2aff165cf764b80744bc6785781,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Irpicaceae;g__Trametopsis;s__Trametopsis_aborigena,1
b07998fcc3831ed0af0072c57fd80f1b,k__Fungi;p__Ascomycota,0.7
1dd542201f56b202e7cb343266c2560a,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
b3aa8950baa0deff05acd90ceff6bf47,Unassigned,1
a5e6ceae90310ef58ae4d965fd8c7571,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Baeospora,1
accb3f3ca371f832f3a18f0b6849912f,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium,0.9
4e40a8de986d43499ef3772b7ba0a7aa,k__Fungi;p__Ascomycota,0.7
e9d6b17f45017a541e160cf683961ef5,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Steccherinaceae,0.571428571
a767658503f39242f144d2978050a13f,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_eragrostidis,0.9
9368ad835127f93511b5e84041e177fd,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Parasola,1
d1e88c63c293e8c4f4dbeb71cd64669a,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
9df04f9f8475ef2de00a9ccca54f9805,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus,0.9
484e5c707703d72886282c916be46b08,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.8
b9d9699f960bd44d514c9a438b32dfe2,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum,1
dc5e395caf96a53b12f4eb86e8237461,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia,1
31b99f1a20d9bf5838893a2d1ac7aff0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_uniguttulatus,1
6f8ea1dd1e0a45da113d2b39cc5d7b66,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Debaryomyces,1
bfe465d7b711df3e8cb5c09b32904b06,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
ba03ebf3d9314b1cb5267924c49f820b,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales,1
e924680e26d16681e80fcad79f047f60,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.7
6ca8ec3f701f5af57b996529c3b753c3,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Ceraceomyces;s__unidentified,1
b11fe0a7dd7d51b5494e6fa027e79092,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.9
05e00845900c65bd29510c535eac398e,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__unidentified,1
3bd63ed164fec990addf2d19800ca4e8,Unassigned,1
8b660188982468e9dfff9a4d596fa9e7,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycodaceae;g__Hanseniaspora,1
cbd60e3c273ae5ac3da12f151333796d,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.7
6916224ff8ee31b2cb8670f7dadd42f7,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,1
a089d8454b07867a7065ad7668bf1e80,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys,0.7
310cc975dc676d4fb3c426aff8832ce9,k__Fungi,1
97b9960b7bcb4060afeadd223a5d5560,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,1
887a82982e1781cde25e52d67f3375d0,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Cyberlindnera;s__Cyberlindnera_jadinii,1
703b8a26fc080b732e1825eb7bbe86ee,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae,0.833333333
73364f80d73896b09d666ad57c573f71,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
f3024871b5075108d192cfdd430148c3,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.7
7fe99e7d49b7ca85a224c8dbf989cfd5,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium,1
c88f306b324677686199891deda07504,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.7
b6781bcdd3284f8246338c6d1425385b,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora,0.8
c76eb92b64a16b942873929992970c5b,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria,0.857142857
83455d127fb8725566a4a402fc40871d,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.7
fb8c54bdc446fa75412408d241fbb4fa,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Steccherinaceae;g__Antrodiella,0.9
2cb55bef99c65e53f993c271e5d89ccc,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.9
5b7df46f810003badb62e129b1c2e403,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
1ccdec3a72ac7796c753383fcaf5ff4e,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris,1
39c583fd982a5cc50f3d8b1618b540d7,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Lecanicillium,0.6
838d22326133dde5e261681f8c2f87a2,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_penicillioides,0.6
01c8fe63a6a1f16a7f5ef10552277bfb,Unassigned,1
ffbcf1ddde032a65d0e9b515e2198404,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Trechisporales_fam_Incertae_sedis;g__Sistotremastrum;s__Sistotremastrum_suecicum,1
28f843502834ee96e37577fa5e53c8a8,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum,1
d30c17339543dee52cecdf584320e881,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_uniguttulatus,1
bf088a5c1fad7f67b72a0e9318031a26,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae,0.9
2c59099e23344e545c21987d8f637a21,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.8
2a3b684707e36c3a7cec6317eed367f7,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__unidentified,0.571428571
c2904b27747e483b79d41fb1afd4ab70,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_victoriae,1
8bdbbf8d63320847f6ad33bac9a2c240,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tetraplosphaeriaceae,0.9
f9b6dec34f7818143310e571643cfd1a,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;g__Sistotrema,0.8
6a7c6a21bed0edf67cf0ac6abbe3d8f7,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,1
385d8de90fd275f7dc53918c100f7a78,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.7
e2e7c3c02166859a234e8bcf66c625f0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.9
852115bf492f71886a5d958bc5e06778,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.6
99b7e2a95c2cb2fb3c5c21ac2da4b1c0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
32988a9750fa43aa334433cec486c4f1,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
b538c33bc40b6319b4fa0dbadea9f719,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.7
db92a69ba443f8a05a417b8620741ac4,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Melanogastraceae;g__Melanogaster,0.666666667
a70efe7e5bc70347f4b31638e8753c87,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
2279d1af1de21817277b2f72cd022408,k__Fungi;p__Ascomycota,0.7
566adce03e85d4acb7e8b093fadaceb6,Unassigned,1
301755d29396e8bec81970ed2a789883,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Typhulaceae;g__Typhula;s__Typhula_micans,0.75
adc4a8203268921f44cbd3c15250f0fe,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,0.9
4d9e36dd6d2fac8c462f37ce5e1662af,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,0.6
2d892aa65b41fea802e703c14a7db837,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces,0.9
e06a3d0857863687f7d1c3adcfb9fb51,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Alfaria,0.7
ae07ce134a7bc37ee34917edf856b1ba,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,0.9
5616352f977fa78a90ac59cdb8c8d44a,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta,0.8
664dc45df8ea91fe4a89d9dd3942e349,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,1
4936ff7d02a7d7c64459a4e290413bd4,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae,0.9
bd5de7ded9cc7288780d486e1cdb4aa4,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae,0.857142857
0d3eddbe286c3b193c03a7440b0b9537,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Cylindrobasidium,1
af3557510d4afd9cd48e140e320b4ce5,Unassigned,1
f6cd5492de9ee2a246cd4d1c74ab9d56,k__Fungi;p__Ascomycota,0.7
1fbbdff27f584362461f1a9650e1fa84,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia,0.9
61fa0b8e51c4dd85d9b11d4d1d0ccc95,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
69bff120def79f16b4e2f688073c86d2,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_parapsilosis,0.666666667
d261be348e7970aad988a4cfde6aa08b,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Debaryomyces,1
82146a48a7cabae3a145b87df59f4641,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.9
62017db69c986411ea8d2c49a81c1adb,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria,1
0c4ea9249c22f16b304028e323abce80,k__Fungi;p__Ascomycota,0.7
74393f4b46b84258d5926a16a9d73a9c,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,1
8ea10984904ed14ae77feb93df017cfd,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Arxiella;s__Arxiella_dolichandrae,1
f08f2e4730e198dd78892df82b658659,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus,0.75
da3f797c649290e91584385210d21d9a,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Debaryomyces,1
1564b6d909fe18aae4a05a1c922a698b,Unassigned,1
a44bcb5d91956d7952d15e60dc24309b,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_penicillioides,0.7
934bf1d5f9c12b4814f3bd6785101449,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.9
d37103490cbfd471e1c8a7e8366d371c,k__Fungi;p__Ascomycota,0.7
ff1e8354d570e30c36274c68c127731d,Unassigned,1
eb7460817f2c2ff574e315a2c08c6b1b,Unassigned,1
3c4d4d644f2374e60531c5e2f28bfc1c,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__Myrmecridiaceae;g__Myrmecridium,0.7
3ffd1616461b9ff82d1adf259b100724,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.9
0a3931ebbcb2af23ddcda36c3cac4eb4,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Debaryomyces,1
2ad1fc738fa9cc33c162c09a317e5510,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Paramyrothecium,0.6
d8feea8277412af8cf53d8c5a9bcf01c,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriaceae;g__Ceramothyrium;s__Ceramothyrium_carniolicum,1
b3eb0cb92edb01073704e9f9c7f17d70,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,1
1334a2cfbb328f8c66a1a26dc6cea428,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium,0.9
8c7d22b8c1e346174ff01c3d6942eb6c,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Cercospora,0.6
8ada711d6ab0dc38ae1e13cc29ccc4d3,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,0.9
662acfc263a5f10370f647d53ccc2a38,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Cyberlindnera;s__Cyberlindnera_jadinii,1
5ec81fa48a1d638cf9fb34feda176396,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum,1
39f4612cae2e2b2dca2fc6d10d44cc92,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma,0.9
39f4a6fe7721bc8b8bc269d5b7f536ff,Unassigned,1
083baf10ce00d7569c74cec7b952d876,k__Fungi;p__Ascomycota,0.7
55d3d8b037ccae62e83d2a6b0821de43,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
3defa522ca59db90c4a6a9101775d0fd,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae,0.8
e282108cce282b65160029b7f49ecc52,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,1
19a98793231fd00b994187efc4b99d47,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium;s__Cystofilobasidium_macerans,0.666666667
